,Bat1,Bat2,Bat3,Bat4,Bat5,Bat6,Bat7,Bat8,Bat9,Bat10
2017-06-10 11:20:00,907.0,1510.0,959.0,551.0,1107.0,1647.0,1350.0,822.0,609.0,919.0
2017-06-10 11:30:00,1001.0,1496.0,960.0,564.0,1107.0,1615.0,1250.0,861.0,592.0,849.0
2017-06-10 11:40:00,943.0,1474.0,955.0,560.0,1073.0,1576.0,1252.0,851.0,587.0,850.0
2017-06-10 11:50:00,937.0,1438.0,955.0,573.0,1096.0,1643.0,1329.0,862.0,618.0,844.0
2017-06-10 12:00:00,911.0,1401.0,970.0,576.0,1096.0,1624.0,1285.0,857.0,578.0,828.0
2017-06-10 12:10:00,905.0,1374.0,956.0,560.0,1134.0,1564.0,1278.0,846.0,575.0,831.0
2017-06-10 12:20:00,873.0,1353.0,957.0,564.0,1142.0,1643.0,1266.0,846.0,614.0,870.0
2017-06-10 12:30:00,884.0,1384.0,955.0,561.0,1123.0,1621.0,1299.0,923.0,607.0,839.0
2017-06-10 12:40:00,896.0,1405.0,962.0,561.0,1110.0,1602.0,1289.0,945.0,683.0,863.0
2017-06-10 12:50:00,862.0,1525.0,993.0,586.0,1102.0,1586.0,1286.0,1003.0,643.0,822.0
2017-06-10 13:00:00,814.0,1502.0,987.0,602.0,1121.0,1670.0,1340.0,958.0,641.0,771.0
2017-06-10 13:10:00,824.0,1461.0,976.0,577.0,1124.0,1639.0,1336.0,923.0,655.0,777.0
2017-06-10 13:20:00,879.0,1428.0,958.0,577.0,1118.0,1655.0,1243.0,808.0,565.0,767.0
2017-06-10 13:30:00,905.0,1423.0,977.0,576.0,1109.0,1701.0,1250.0,819.0,535.0,782.0
2017-06-10 13:40:00,887.0,1440.0,927.0,584.0,1085.0,1682.0,1263.0,803.0,565.0,749.0
2017-06-10 13:50:00,861.0,1430.0,918.0,590.0,1095.0,1730.0,1269.0,837.0,583.0,764.0
2017-06-10 14:00:00,826.0,1495.0,943.0,608.0,1082.0,1776.0,1312.0,833.0,529.0,779.0
2017-06-10 14:10:00,838.0,1553.0,935.0,584.0,1121.0,1674.0,1310.0,846.0,556.0,786.0
2017-06-10 14:20:00,826.0,1482.0,928.0,579.0,1128.0,1705.0,1317.0,845.0,528.0,795.0
2017-06-10 14:30:00,852.0,1392.0,988.0,567.0,1093.0,1696.0,1263.0,826.0,540.0,807.0
2017-06-10 14:40:00,842.0,1458.0,991.0,579.0,1122.0,1682.0,1231.0,840.0,576.0,754.0
2017-06-10 14:50:00,844.0,1482.0,980.0,585.0,1124.0,1727.0,1271.0,834.0,582.0,763.0
2017-06-10 15:00:00,806.0,1446.0,966.0,606.0,1141.0,1806.0,1247.0,840.0,533.0,796.0
2017-06-10 15:10:00,858.0,1459.0,949.0,601.0,1131.0,1736.0,1227.0,868.0,529.0,772.0
2017-06-10 15:20:00,793.0,1489.0,890.0,585.0,1114.0,1717.0,1229.0,898.0,527.0,807.0
2017-06-10 15:30:00,791.0,1480.0,777.0,575.0,1094.0,1745.0,1256.0,897.0,583.0,816.0
2017-06-10 15:40:00,800.0,1464.0,972.0,591.0,1123.0,1734.0,1210.0,862.0,579.0,789.0
2017-06-10 15:50:00,828.0,1504.0,969.0,599.0,1142.0,1726.0,1213.0,876.0,597.0,778.0
2017-06-10 16:00:00,829.0,1419.0,935.0,611.0,1197.0,1757.0,1247.0,904.0,584.0,783.0
2017-06-10 16:10:00,805.0,1381.0,917.0,599.0,1124.0,1780.0,1365.0,866.0,571.0,773.0
2017-06-10 16:20:00,826.0,1368.0,947.0,606.0,1115.0,1766.0,1276.0,925.0,540.0,783.0
2017-06-10 16:30:00,896.0,1396.0,924.0,607.0,1077.0,1852.0,1247.0,1003.0,552.0,770.0
2017-06-10 16:40:00,902.0,1428.0,951.0,613.0,1105.0,1813.0,1238.0,862.0,552.0,761.0
2017-06-10 16:50:00,868.0,1524.0,998.0,619.0,1090.0,1681.0,1229.0,851.0,582.0,762.0
2017-06-10 17:00:00,809.0,1454.0,999.0,617.0,1097.0,1667.0,1223.0,844.0,546.0,757.0
2017-06-10 17:10:00,827.0,1433.0,977.0,592.0,1093.0,1712.0,1255.0,832.0,507.0,768.0
2017-06-10 17:20:00,823.0,1430.0,969.0,585.0,1119.0,1724.0,1266.0,830.0,514.0,772.0
2017-06-10 17:30:00,839.0,1443.0,815.0,595.0,1109.0,1723.0,1227.0,828.0,540.0,771.0
2017-06-10 17:40:00,844.0,1456.0,750.0,592.0,1110.0,1681.0,1227.0,821.0,554.0,770.0
2017-06-10 17:50:00,828.0,1462.0,763.0,608.0,1118.0,1683.0,1209.0,804.0,562.0,771.0
2017-06-10 18:00:00,802.0,1451.0,765.0,608.0,1066.0,1519.0,1239.0,807.0,526.0,747.0
2017-06-10 18:10:00,779.0,1421.0,767.0,582.0,1100.0,1485.0,1209.0,817.0,526.0,761.0
2017-06-10 18:20:00,766.0,1434.0,843.0,568.0,1106.0,1488.0,1219.0,831.0,536.0,765.0
2017-06-10 18:30:00,787.0,1405.0,709.0,571.0,1094.0,1491.0,1243.0,737.0,539.0,748.0
2017-06-10 18:40:00,772.0,1469.0,704.0,567.0,1102.0,1447.0,1228.0,822.0,577.0,722.0
2017-06-10 18:50:00,766.0,1458.0,904.0,573.0,1069.0,1458.0,1216.0,906.0,582.0,728.0
2017-06-10 19:00:00,760.0,1420.0,876.0,600.0,1074.0,1465.0,1213.0,871.0,535.0,714.0
2017-06-10 19:10:00,757.0,1431.0,752.0,569.0,1067.0,1358.0,1209.0,808.0,527.0,720.0
2017-06-10 19:20:00,732.0,1449.0,930.0,553.0,1023.0,1407.0,1202.0,790.0,524.0,735.0
2017-06-10 19:30:00,711.0,1442.0,941.0,549.0,1019.0,1412.0,1204.0,808.0,516.0,730.0
2017-06-10 19:40:00,727.0,1405.0,673.0,563.0,1043.0,1357.0,1181.0,807.0,529.0,703.0
2017-06-10 19:50:00,753.0,1405.0,722.0,561.0,1060.0,1473.0,1197.0,812.0,541.0,722.0
2017-06-10 20:00:00,767.0,1303.0,689.0,554.0,1033.0,1469.0,1173.0,844.0,513.0,696.0
2017-06-10 20:10:00,729.0,1252.0,579.0,544.0,1034.0,1372.0,1176.0,808.0,504.0,700.0
2017-06-10 20:20:00,714.0,1099.0,566.0,542.0,1040.0,1356.0,1159.0,779.0,490.0,726.0
2017-06-10 20:30:00,734.0,1244.0,582.0,539.0,989.0,1307.0,1176.0,796.0,441.0,725.0
2017-06-10 20:40:00,722.0,1172.0,783.0,536.0,950.0,1325.0,1163.0,794.0,370.0,695.0
2017-06-10 20:50:00,696.0,1386.0,909.0,544.0,898.0,1285.0,1070.0,779.0,330.0,702.0
2017-06-10 21:00:00,629.0,1215.0,864.0,548.0,706.0,958.0,997.0,780.0,281.0,671.0
2017-06-10 21:10:00,600.0,888.0,864.0,529.0,649.0,902.0,977.0,754.0,268.0,653.0
2017-06-10 21:20:00,594.0,1246.0,835.0,508.0,614.0,847.0,845.0,741.0,264.0,654.0
2017-06-10 21:30:00,621.0,1232.0,807.0,395.0,550.0,827.0,847.0,647.0,267.0,611.0
2017-06-10 21:40:00,609.0,1231.0,787.0,379.0,497.0,771.0,846.0,648.0,285.0,551.0
2017-06-10 21:50:00,511.0,1230.0,631.0,355.0,467.0,780.0,819.0,658.0,271.0,529.0
2017-06-10 22:00:00,425.0,816.0,603.0,339.0,482.0,774.0,711.0,636.0,249.0,504.0
2017-06-10 22:10:00,393.0,1166.0,607.0,313.0,456.0,778.0,684.0,585.0,240.0,507.0
2017-06-10 22:20:00,372.0,1185.0,559.0,309.0,493.0,758.0,686.0,556.0,238.0,519.0
2017-06-10 22:30:00,354.0,772.0,512.0,314.0,448.0,747.0,673.0,531.0,250.0,522.0
2017-06-10 22:40:00,361.0,720.0,528.0,319.0,441.0,740.0,668.0,535.0,261.0,492.0
2017-06-10 22:50:00,385.0,720.0,530.0,319.0,439.0,721.0,673.0,525.0,267.0,484.0
2017-06-10 23:00:00,356.0,727.0,514.0,307.0,413.0,716.0,676.0,526.0,244.0,493.0
2017-06-10 23:10:00,329.0,752.0,512.0,277.0,422.0,727.0,671.0,542.0,251.0,478.0
2017-06-10 23:20:00,323.0,747.0,514.0,279.0,417.0,735.0,671.0,547.0,234.0,504.0
2017-06-10 23:30:00,307.0,716.0,507.0,284.0,415.0,703.0,662.0,534.0,245.0,492.0
2017-06-10 23:40:00,319.0,823.0,501.0,299.0,413.0,710.0,671.0,512.0,250.0,545.0
2017-06-10 23:50:00,328.0,886.0,491.0,300.0,419.0,691.0,671.0,509.0,254.0,522.0
2017-06-11 00:00:00,334.0,850.0,484.0,320.0,409.0,558.0,636.0,504.0,235.0,485.0
2017-06-11 00:10:00,330.0,736.0,491.0,347.0,408.0,581.0,620.0,490.0,243.0,511.0
2017-06-11 00:20:00,324.0,706.0,471.0,348.0,411.0,578.0,602.0,473.0,232.0,522.0
2017-06-11 00:30:00,342.0,707.0,465.0,339.0,405.0,550.0,618.0,491.0,252.0,500.0
2017-06-11 00:40:00,333.0,671.0,463.0,321.0,390.0,549.0,618.0,474.0,252.0,480.0
2017-06-11 00:50:00,319.0,975.0,483.0,329.0,396.0,588.0,627.0,482.0,265.0,474.0
2017-06-11 01:00:00,300.0,876.0,480.0,365.0,373.0,606.0,623.0,555.0,235.0,462.0
2017-06-11 01:10:00,302.0,636.0,467.0,347.0,358.0,562.0,551.0,504.0,241.0,473.0
2017-06-11 01:20:00,294.0,629.0,466.0,339.0,423.0,576.0,550.0,442.0,245.0,477.0
2017-06-11 01:30:00,314.0,607.0,470.0,343.0,398.0,578.0,572.0,425.0,247.0,470.0
2017-06-11 01:40:00,317.0,615.0,473.0,360.0,392.0,549.0,558.0,409.0,268.0,457.0
2017-06-11 01:50:00,327.0,620.0,497.0,355.0,388.0,577.0,560.0,486.0,260.0,454.0
2017-06-11 02:00:00,308.0,631.0,467.0,367.0,398.0,592.0,578.0,525.0,243.0,466.0
2017-06-11 02:10:00,294.0,615.0,418.0,357.0,410.0,563.0,566.0,483.0,235.0,449.0
2017-06-11 02:20:00,320.0,621.0,445.0,349.0,399.0,586.0,569.0,484.0,238.0,451.0
2017-06-11 02:30:00,312.0,611.0,464.0,356.0,386.0,587.0,569.0,488.0,248.0,448.0
2017-06-11 02:40:00,292.0,635.0,443.0,364.0,392.0,552.0,520.0,468.0,249.0,439.0
2017-06-11 02:50:00,310.0,625.0,363.0,374.0,383.0,581.0,526.0,448.0,258.0,425.0
2017-06-11 03:00:00,321.0,599.0,359.0,397.0,377.0,589.0,533.0,452.0,233.0,419.0
2017-06-11 03:10:00,306.0,613.0,444.0,400.0,374.0,543.0,541.0,461.0,230.0,423.0
2017-06-11 03:20:00,283.0,647.0,378.0,389.0,381.0,596.0,540.0,482.0,236.0,452.0
2017-06-11 03:30:00,284.0,641.0,355.0,378.0,377.0,586.0,540.0,477.0,238.0,469.0
2017-06-11 03:40:00,292.0,621.0,469.0,370.0,388.0,575.0,528.0,481.0,256.0,439.0
2017-06-11 03:50:00,312.0,623.0,435.0,388.0,378.0,592.0,523.0,468.0,249.0,448.0
2017-06-11 04:00:00,328.0,587.0,411.0,413.0,377.0,593.0,515.0,482.0,243.0,408.0
2017-06-11 04:10:00,322.0,692.0,392.0,397.0,374.0,561.0,518.0,473.0,258.0,427.0
2017-06-11 04:20:00,340.0,745.0,352.0,403.0,386.0,560.0,525.0,416.0,298.0,445.0
2017-06-11 04:30:00,336.0,765.0,392.0,392.0,404.0,569.0,543.0,430.0,294.0,458.0
2017-06-11 04:40:00,305.0,674.0,421.0,397.0,405.0,561.0,552.0,445.0,304.0,413.0
2017-06-11 04:50:00,329.0,697.0,461.0,431.0,418.0,585.0,533.0,468.0,294.0,415.0
2017-06-11 05:00:00,307.0,690.0,454.0,470.0,384.0,578.0,562.0,477.0,299.0,415.0
2017-06-11 05:10:00,314.0,610.0,455.0,438.0,401.0,584.0,540.0,464.0,296.0,414.0
2017-06-11 05:20:00,324.0,588.0,459.0,421.0,394.0,576.0,542.0,449.0,285.0,430.0
2017-06-11 05:30:00,331.0,569.0,457.0,421.0,404.0,563.0,562.0,410.0,261.0,427.0
2017-06-11 05:40:00,323.0,563.0,446.0,423.0,420.0,576.0,566.0,427.0,298.0,441.0
2017-06-11 05:50:00,309.0,560.0,417.0,439.0,390.0,566.0,556.0,428.0,293.0,428.0
2017-06-11 06:00:00,295.0,574.0,448.0,422.0,376.0,577.0,558.0,428.0,309.0,414.0
2017-06-11 06:10:00,289.0,576.0,456.0,426.0,373.0,582.0,572.0,434.0,269.0,430.0
2017-06-11 06:20:00,292.0,598.0,451.0,418.0,384.0,599.0,585.0,441.0,291.0,435.0
2017-06-11 06:30:00,310.0,608.0,444.0,418.0,406.0,568.0,606.0,439.0,286.0,435.0
2017-06-11 06:40:00,300.0,639.0,453.0,407.0,416.0,533.0,579.0,416.0,305.0,404.0
2017-06-11 06:50:00,297.0,653.0,370.0,406.0,382.0,561.0,586.0,425.0,295.0,412.0
2017-06-11 07:00:00,290.0,652.0,365.0,432.0,367.0,580.0,602.0,434.0,283.0,401.0
2017-06-11 07:10:00,291.0,642.0,386.0,428.0,376.0,548.0,571.0,405.0,275.0,414.0
2017-06-11 07:20:00,280.0,657.0,508.0,445.0,358.0,594.0,561.0,405.0,279.0,418.0
2017-06-11 07:30:00,280.0,659.0,539.0,459.0,354.0,588.0,555.0,435.0,282.0,438.0
2017-06-11 07:40:00,293.0,670.0,494.0,464.0,364.0,580.0,519.0,447.0,299.0,402.0
2017-06-11 07:50:00,308.0,672.0,493.0,462.0,375.0,591.0,531.0,450.0,261.0,404.0
2017-06-11 08:00:00,311.0,649.0,461.0,480.0,369.0,594.0,566.0,468.0,265.0,419.0
2017-06-11 08:10:00,292.0,637.0,479.0,459.0,379.0,579.0,553.0,477.0,251.0,417.0
2017-06-11 08:20:00,291.0,630.0,485.0,470.0,401.0,593.0,579.0,468.0,263.0,443.0
2017-06-11 08:30:00,303.0,653.0,492.0,506.0,364.0,586.0,582.0,441.0,262.0,446.0
2017-06-11 08:40:00,292.0,683.0,470.0,526.0,370.0,600.0,594.0,450.0,277.0,415.0
2017-06-11 08:50:00,294.0,751.0,411.0,527.0,392.0,595.0,548.0,455.0,262.0,402.0
2017-06-11 09:00:00,294.0,721.0,380.0,547.0,379.0,629.0,564.0,465.0,257.0,409.0
2017-06-11 09:10:00,286.0,715.0,446.0,499.0,383.0,571.0,573.0,453.0,258.0,412.0
2017-06-11 09:20:00,281.0,959.0,447.0,486.0,436.0,583.0,598.0,447.0,249.0,442.0
2017-06-11 09:30:00,305.0,708.0,398.0,518.0,410.0,580.0,633.0,462.0,268.0,459.0
2017-06-11 09:40:00,315.0,732.0,472.0,530.0,414.0,590.0,644.0,474.0,284.0,409.0
2017-06-11 09:50:00,315.0,1253.0,492.0,550.0,430.0,656.0,600.0,475.0,281.0,417.0
2017-06-11 10:00:00,331.0,1053.0,443.0,581.0,412.0,662.0,618.0,473.0,251.0,425.0
2017-06-11 10:10:00,330.0,1188.0,490.0,557.0,422.0,636.0,653.0,484.0,248.0,422.0
2017-06-11 10:20:00,330.0,1259.0,488.0,558.0,437.0,641.0,622.0,492.0,260.0,448.0
2017-06-11 10:30:00,327.0,1225.0,451.0,556.0,446.0,653.0,613.0,502.0,275.0,457.0
2017-06-11 10:40:00,332.0,1091.0,449.0,564.0,437.0,644.0,628.0,502.0,294.0,449.0
2017-06-11 10:50:00,334.0,705.0,450.0,569.0,453.0,665.0,643.0,517.0,293.0,406.0
2017-06-11 11:00:00,336.0,716.0,464.0,573.0,449.0,696.0,627.0,520.0,267.0,445.0
2017-06-11 11:10:00,346.0,710.0,500.0,564.0,442.0,685.0,632.0,526.0,270.0,432.0
2017-06-11 11:20:00,322.0,749.0,522.0,568.0,432.0,695.0,635.0,502.0,266.0,461.0
2017-06-11 11:30:00,330.0,739.0,522.0,568.0,431.0,657.0,627.0,504.0,291.0,448.0
2017-06-11 11:40:00,318.0,1000.0,524.0,585.0,436.0,664.0,591.0,542.0,278.0,461.0
2017-06-11 11:50:00,334.0,1247.0,514.0,565.0,445.0,668.0,597.0,518.0,284.0,449.0
2017-06-11 12:00:00,357.0,1163.0,516.0,557.0,443.0,660.0,593.0,535.0,259.0,440.0
2017-06-11 12:10:00,335.0,1063.0,513.0,540.0,448.0,648.0,600.0,554.0,260.0,461.0
2017-06-11 12:20:00,318.0,636.0,517.0,544.0,447.0,681.0,594.0,535.0,262.0,445.0
2017-06-11 12:30:00,336.0,675.0,518.0,564.0,423.0,702.0,604.0,532.0,266.0,457.0
2017-06-11 12:40:00,354.0,682.0,516.0,553.0,435.0,606.0,623.0,515.0,299.0,428.0
2017-06-11 12:50:00,344.0,1051.0,518.0,562.0,431.0,684.0,607.0,535.0,284.0,422.0
2017-06-11 13:00:00,335.0,939.0,515.0,493.0,430.0,689.0,617.0,540.0,275.0,424.0
2017-06-11 13:10:00,332.0,714.0,509.0,445.0,445.0,650.0,629.0,509.0,269.0,412.0
2017-06-11 13:20:00,335.0,711.0,518.0,448.0,481.0,716.0,616.0,495.0,272.0,436.0
2017-06-11 13:30:00,326.0,689.0,529.0,384.0,448.0,716.0,618.0,497.0,284.0,428.0
2017-06-11 13:40:00,357.0,714.0,530.0,380.0,459.0,689.0,621.0,531.0,298.0,402.0
2017-06-11 13:50:00,337.0,732.0,526.0,375.0,466.0,776.0,628.0,556.0,303.0,423.0
2017-06-11 14:00:00,352.0,707.0,522.0,385.0,467.0,739.0,624.0,565.0,282.0,404.0
2017-06-11 14:10:00,344.0,995.0,516.0,357.0,475.0,668.0,627.0,578.0,285.0,422.0
2017-06-11 14:20:00,354.0,1209.0,510.0,360.0,497.0,712.0,643.0,600.0,281.0,454.0
2017-06-11 14:30:00,348.0,960.0,526.0,363.0,479.0,701.0,638.0,568.0,299.0,471.0
2017-06-11 14:40:00,349.0,815.0,516.0,363.0,479.0,693.0,642.0,564.0,316.0,434.0
2017-06-11 14:50:00,336.0,1248.0,512.0,374.0,482.0,768.0,623.0,587.0,315.0,434.0
2017-06-11 15:00:00,408.0,1108.0,443.0,392.0,479.0,846.0,632.0,583.0,290.0,433.0
2017-06-11 15:10:00,529.0,790.0,426.0,370.0,470.0,759.0,619.0,617.0,295.0,441.0
2017-06-11 15:20:00,518.0,970.0,520.0,351.0,463.0,790.0,647.0,614.0,278.0,451.0
2017-06-11 15:30:00,522.0,1272.0,479.0,349.0,482.0,771.0,631.0,585.0,305.0,465.0
2017-06-11 15:40:00,510.0,916.0,477.0,371.0,469.0,708.0,584.0,612.0,302.0,434.0
2017-06-11 15:50:00,512.0,782.0,514.0,366.0,498.0,818.0,599.0,626.0,307.0,435.0
2017-06-11 16:00:00,486.0,734.0,510.0,377.0,459.0,813.0,581.0,620.0,293.0,434.0
2017-06-11 16:10:00,392.0,710.0,508.0,350.0,453.0,753.0,610.0,583.0,277.0,443.0
2017-06-11 16:20:00,372.0,693.0,493.0,363.0,477.0,756.0,611.0,588.0,308.0,449.0
2017-06-11 16:30:00,377.0,738.0,490.0,357.0,475.0,784.0,630.0,614.0,301.0,467.0
2017-06-11 16:40:00,390.0,749.0,456.0,360.0,474.0,709.0,657.0,583.0,325.0,428.0
2017-06-11 16:50:00,364.0,1096.0,483.0,381.0,484.0,694.0,646.0,576.0,323.0,442.0
2017-06-11 17:00:00,351.0,1254.0,495.0,376.0,426.0,765.0,632.0,602.0,302.0,419.0
2017-06-11 17:10:00,347.0,1215.0,516.0,333.0,477.0,699.0,643.0,606.0,306.0,431.0
2017-06-11 17:20:00,327.0,1227.0,533.0,332.0,509.0,733.0,651.0,564.0,303.0,453.0
2017-06-11 17:30:00,372.0,1196.0,523.0,350.0,511.0,764.0,642.0,565.0,307.0,448.0
2017-06-11 17:40:00,357.0,868.0,537.0,379.0,488.0,711.0,639.0,578.0,322.0,455.0
2017-06-11 17:50:00,369.0,748.0,549.0,396.0,468.0,695.0,649.0,568.0,304.0,443.0
2017-06-11 18:00:00,349.0,737.0,556.0,385.0,482.0,700.0,650.0,560.0,291.0,452.0
2017-06-11 18:10:00,348.0,717.0,535.0,361.0,471.0,661.0,641.0,551.0,288.0,460.0
2017-06-11 18:20:00,353.0,724.0,398.0,360.0,469.0,669.0,639.0,583.0,280.0,450.0
2017-06-11 18:30:00,363.0,719.0,398.0,359.0,492.0,688.0,650.0,592.0,314.0,466.0
2017-06-11 18:40:00,349.0,725.0,378.0,373.0,487.0,694.0,635.0,558.0,319.0,442.0
2017-06-11 18:50:00,524.0,738.0,371.0,378.0,481.0,652.0,643.0,584.0,325.0,426.0
2017-06-11 19:00:00,535.0,737.0,469.0,382.0,456.0,716.0,668.0,568.0,299.0,437.0
2017-06-11 19:10:00,515.0,741.0,512.0,359.0,483.0,628.0,647.0,560.0,289.0,425.0
2017-06-11 19:20:00,481.0,791.0,512.0,354.0,441.0,632.0,643.0,542.0,297.0,466.0
2017-06-11 19:30:00,450.0,771.0,510.0,345.0,441.0,664.0,617.0,536.0,303.0,442.0
2017-06-11 19:40:00,449.0,747.0,527.0,360.0,448.0,633.0,583.0,560.0,316.0,430.0
2017-06-11 19:50:00,357.0,751.0,516.0,367.0,464.0,702.0,581.0,544.0,306.0,428.0
2017-06-11 20:00:00,354.0,702.0,510.0,356.0,448.0,727.0,597.0,560.0,293.0,440.0
2017-06-11 20:10:00,353.0,640.0,514.0,335.0,463.0,673.0,622.0,552.0,288.0,437.0
2017-06-11 20:20:00,336.0,626.0,501.0,340.0,467.0,651.0,622.0,526.0,285.0,477.0
2017-06-11 20:30:00,464.0,651.0,496.0,339.0,435.0,661.0,623.0,522.0,281.0,483.0
2017-06-11 20:40:00,488.0,705.0,499.0,345.0,417.0,621.0,597.0,525.0,272.0,426.0
2017-06-11 20:50:00,465.0,1263.0,495.0,345.0,416.0,644.0,621.0,503.0,275.0,433.0
2017-06-11 21:00:00,448.0,1203.0,433.0,349.0,402.0,658.0,642.0,514.0,255.0,447.0
2017-06-11 21:10:00,439.0,1173.0,428.0,337.0,433.0,638.0,618.0,521.0,257.0,429.0
2017-06-11 21:20:00,430.0,1154.0,503.0,324.0,456.0,642.0,633.0,527.0,257.0,470.0
2017-06-11 21:30:00,390.0,724.0,418.0,316.0,435.0,647.0,692.0,515.0,263.0,484.0
2017-06-11 21:40:00,482.0,675.0,455.0,303.0,406.0,634.0,711.0,504.0,284.0,460.0
2017-06-11 21:50:00,479.0,676.0,407.0,310.0,410.0,624.0,655.0,518.0,281.0,435.0
2017-06-11 22:00:00,471.0,646.0,413.0,317.0,439.0,616.0,642.0,513.0,247.0,456.0
2017-06-11 22:10:00,447.0,608.0,497.0,301.0,414.0,615.0,617.0,475.0,257.0,441.0
2017-06-11 22:20:00,449.0,620.0,523.0,293.0,434.0,645.0,616.0,474.0,252.0,478.0
2017-06-11 22:30:00,466.0,612.0,467.0,296.0,420.0,654.0,579.0,493.0,263.0,456.0
2017-06-11 22:40:00,413.0,627.0,516.0,306.0,426.0,616.0,597.0,493.0,290.0,448.0
2017-06-11 22:50:00,466.0,637.0,473.0,300.0,407.0,622.0,575.0,506.0,294.0,443.0
2017-06-11 23:00:00,464.0,758.0,443.0,308.0,383.0,697.0,553.0,506.0,263.0,435.0
2017-06-11 23:10:00,477.0,834.0,496.0,299.0,405.0,748.0,555.0,504.0,260.0,445.0
2017-06-11 23:20:00,433.0,838.0,513.0,282.0,377.0,727.0,533.0,491.0,258.0,457.0
2017-06-11 23:30:00,425.0,758.0,503.0,293.0,384.0,703.0,529.0,463.0,267.0,474.0
2017-06-11 23:40:00,352.0,638.0,508.0,305.0,528.0,703.0,536.0,479.0,279.0,483.0
2017-06-11 23:50:00,414.0,711.0,487.0,305.0,546.0,702.0,571.0,493.0,274.0,463.0
2017-06-12 00:00:00,489.0,839.0,526.0,290.0,526.0,778.0,699.0,552.0,290.0,548.0
2017-06-12 00:10:00,500.0,847.0,544.0,299.0,535.0,753.0,719.0,549.0,380.0,553.0
2017-06-12 00:20:00,496.0,832.0,539.0,302.0,537.0,748.0,695.0,510.0,374.0,567.0
2017-06-12 00:30:00,499.0,819.0,548.0,287.0,533.0,744.0,711.0,518.0,392.0,549.0
2017-06-12 00:40:00,514.0,825.0,554.0,307.0,536.0,719.0,716.0,492.0,404.0,528.0
2017-06-12 00:50:00,457.0,1052.0,534.0,298.0,557.0,782.0,716.0,493.0,404.0,526.0
2017-06-12 01:00:00,428.0,1031.0,508.0,302.0,588.0,779.0,712.0,516.0,389.0,509.0
2017-06-12 01:10:00,481.0,857.0,492.0,292.0,608.0,728.0,727.0,476.0,376.0,511.0
2017-06-12 01:20:00,476.0,854.0,554.0,290.0,628.0,756.0,743.0,444.0,381.0,513.0
2017-06-12 01:30:00,500.0,815.0,563.0,294.0,609.0,731.0,739.0,448.0,373.0,514.0
2017-06-12 01:40:00,498.0,815.0,639.0,300.0,609.0,714.0,743.0,468.0,410.0,478.0
2017-06-12 01:50:00,486.0,834.0,642.0,299.0,610.0,738.0,740.0,472.0,384.0,493.0
2017-06-12 02:00:00,490.0,825.0,644.0,305.0,641.0,776.0,766.0,515.0,368.0,475.0
2017-06-12 02:10:00,489.0,813.0,656.0,301.0,632.0,739.0,782.0,509.0,360.0,482.0
2017-06-12 02:20:00,438.0,797.0,638.0,291.0,894.0,766.0,765.0,484.0,437.0,491.0
2017-06-12 02:30:00,465.0,808.0,616.0,294.0,869.0,776.0,759.0,479.0,482.0,526.0
2017-06-12 02:40:00,448.0,824.0,628.0,297.0,746.0,749.0,716.0,643.0,498.0,481.0
2017-06-12 02:50:00,578.0,835.0,565.0,295.0,805.0,768.0,722.0,720.0,489.0,520.0
2017-06-12 03:00:00,622.0,839.0,582.0,311.0,783.0,1004.0,801.0,639.0,462.0,718.0
2017-06-12 03:10:00,566.0,871.0,561.0,307.0,751.0,1066.0,870.0,628.0,437.0,687.0
2017-06-12 03:20:00,498.0,889.0,559.0,300.0,755.0,1053.0,876.0,634.0,434.0,654.0
2017-06-12 03:30:00,523.0,892.0,581.0,271.0,718.0,1005.0,828.0,626.0,465.0,635.0
2017-06-12 03:40:00,549.0,885.0,654.0,283.0,705.0,998.0,767.0,625.0,464.0,607.0
2017-06-12 03:50:00,604.0,888.0,647.0,301.0,759.0,984.0,786.0,612.0,446.0,618.0
2017-06-12 04:00:00,606.0,863.0,583.0,312.0,712.0,1036.0,849.0,666.0,446.0,582.0
2017-06-12 04:10:00,548.0,906.0,602.0,292.0,693.0,1010.0,832.0,644.0,472.0,654.0
2017-06-12 04:20:00,579.0,1081.0,546.0,286.0,681.0,975.0,853.0,612.0,516.0,716.0
2017-06-12 04:30:00,613.0,1045.0,580.0,290.0,738.0,1026.0,837.0,598.0,488.0,758.0
2017-06-12 04:40:00,542.0,1078.0,711.0,288.0,711.0,968.0,823.0,610.0,517.0,701.0
2017-06-12 04:50:00,544.0,1052.0,719.0,284.0,739.0,1003.0,827.0,605.0,522.0,669.0
2017-06-12 05:00:00,598.0,1042.0,748.0,293.0,803.0,1042.0,850.0,640.0,488.0,642.0
2017-06-12 05:10:00,655.0,1038.0,702.0,298.0,809.0,1002.0,868.0,594.0,489.0,621.0
2017-06-12 05:20:00,637.0,1025.0,704.0,288.0,803.0,992.0,885.0,576.0,506.0,660.0
2017-06-12 05:30:00,655.0,1044.0,696.0,280.0,818.0,969.0,891.0,585.0,464.0,724.0
2017-06-12 05:40:00,625.0,1083.0,688.0,281.0,805.0,949.0,937.0,614.0,483.0,699.0
2017-06-12 05:50:00,668.0,1046.0,667.0,290.0,832.0,964.0,961.0,702.0,439.0,704.0
2017-06-12 06:00:00,673.0,1020.0,699.0,285.0,733.0,987.0,1027.0,693.0,435.0,716.0
